CATEGORY,TIME,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,ID,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,BRIICS,AFRIC,ASM,ASME,ATF,BEL-VLG,BEL-WAL,BLX,BVT,CCK,CXR,E21,EA15,EA17,EU15,EU25,EU27,EU28,EUR,FLK,FRO,G20,G7M,GLP,GUM,HMD,IOT,JPN2,MNP,MTQ,MYT,NCL,NFK,NMEC,NOC,OAVG,OEU,OECD,PYF,REU,ROW,SCG,SGS,SHN,SPM,OTO,WLD,XKO,YUG,
,,"Overweight rate at 15, % of 15-year old population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Time at school, average years of schooling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Single-adult households, average number of persons per household",,,,,,,,,,,,,,,,,,,,1.1,,,,,,,1.3,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,1.1,,1.3,1.2,,,1.3,,,,,,,,,1.2,,,1.1,1.3,,,,1.1,,,1.1,,,,,,,,,,1.2,,,,,,1.4,,1.1,,,,,,,,,,1.2,,,,,,1.2,1.1,,,,,,,1.2,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.2,1.2,,,,1.1,,,,,,,,,,,,,,,1.2,1.1,,,,1.2,,,,,1.1,,,,,1.2,,,,,,,1.2,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Average household size,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,2.4,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,2.8,,2.7,2.3,,,2,,,,,,,,,2.2,,,2.1,2.3,,,,2,,,2.3,,,,,,,,,,2.3,,,,,,2.7,,2.3,,,,,,,,,,2.3,,,,,,2.2,2.3,,,,,,,2.7,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,2.7,2.5,,,,2.7,,,,,,,,,,,,,,,2.8,2.3,,,,2.5,,,,,1.8,,,,,3.7,,,,,,,3.5,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Obese,% of 15-year old population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Overweight rate at 15, % of 15-year old population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Time at school, average years of schooling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Single-adult households, average number of persons per household",,,,,,,,,,,,,,,,,,,,1.1,,,,,,,1.3,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,1.1,,1.3,1.2,,,1.3,,,,,,,,,1.2,,,1.1,1.2,,,,1.1,,,1.1,,,,,,,,,,1.2,,,,,,1.4,,1.1,,,,,,,,,,1.2,,,,,,1.2,1.2,,,,,,,1.2,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.2,1.3,,,,1.1,,,,,,,,,,,,,,,1.2,1.1,,,,1.2,,,,,1.2,,,,,1.2,,,,,,,1.2,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Average household size,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,2.4,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,2.8,,2.7,2.3,,,2.1,,,,,,,,,2.2,,,2.1,2.3,,,,2,,,2.4,,,,,,,,,,2.3,,,,,,2.7,,2.3,,,,,,,,,,2.4,,,,,,2.2,2.4,,,,,,,2.7,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,2.7,2.6,,,,2.7,,,,,,,,,,,,,,,2.7,2.4,,,,2.5,,,,,2,,,,,3.7,,,,,,,3.6,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Obese,% of 15-year old population",,,,,,,,,,,,,,,,,,,27.9,,,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,3.9,,,,,,,,20.6,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Overweight rate at 15, % of 15-year old population",,,,,,,,,,,,,,,,,,,35.5,,,,,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,32.3,,,,,,,,,,20.8,,,,,,,,34,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Time at school, average years of schooling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Single-adult households, average number of persons per household",,,,,,,,,,,,,,,,,,,,1.1,,,,,,,1.3,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,1.1,,1.3,1.2,,,1.3,,,,,,,,,1.2,,,1.1,1.2,,,,1.1,,,1.1,,,,,,,,,,1.2,,,,,,1.4,,1.1,,,,,,,,,,1.2,,,,,,1.2,1.2,,,,,,,1.2,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.2,1.3,,,,1.1,,,,,,,,,,,,,,,1.2,1.1,,,,1.2,,,,,1.2,,,,,1.2,,,,,,,1.4,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Average household size,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,2.4,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,2.9,,2.8,2.4,,,2.1,,,,,,,,,2.3,,,2.1,2.3,,,,2,,,2.4,,,,,,,,,,2.4,,,,,,2.7,,2.4,,,,,,,,,,2.4,,,,,,2.3,2.4,,,,,,,2.8,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,2.8,2.6,,,,2.7,,,,,,,,,,,,,,,2.7,2.4,,,,2.5,,,,,1.9,,,,,3.7,,,,,,,3.5,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Obese,% of 15-year old population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Overweight rate at 15, % of 15-year old population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Time at school, average years of schooling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,4.5,,,,10.8,3.1,,7.1,,,,9.9,7.3,,4.4,5.3,,9.4,10.8,6.5,,9.9,,,5.4,11.3,9.1,,5.1,,8.5,10,,8.6,5.5,2.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Single-adult households, average number of persons per household",,,,,,,,,,,,,,,,,,,,1.1,,,,,,,1.3,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,1.1,,1.3,1.2,,,1.3,,,,,,,,,1.2,,,1,1.2,,,,1.1,,,1.1,,,,,,,,,,1.2,,,,,,1.5,,1.1,,,,,,,,,,1.2,,,,,,1.2,1.2,,,,,,,1.2,,,,32.4,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.2,1.3,,,,1.1,,,,,,,,,,,,,,,1.2,1.1,,,,1.1,,,,,1.1,,,,,1.2,,,,,,,1.4,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Average household size,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,2.4,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,2.9,,2.8,2.4,,,2.1,,,,,,,,,2.3,,,2.1,2.3,,,,2,,,2.4,,,,,,,,,,2.4,,,,,,2.8,,2.4,,,,,,,,,,2.4,,,,,,2.3,2.4,,,,,,,2.8,,,,38.8,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,2.8,2.6,,,,2.7,,,,,,,,,,,,,,,2.8,2.4,,,,2.6,,,,,1.9,,,,,3.7,,,,,,,3.6,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
